osm_id,h3level9,lat,lon,name,alt_names,name_en,name_bn,local_admin_name,admin0_name,admin2_name,addr_level,poi_addr_match,poi_class,poi_keywords,country,division,district,thana,union,region_hash
2477819074.0,893cd435d8bffff,21.8143431,90.1228878,Kuakata Bus Station,,"Kuakata Bus Station, Kalapara Upazila, Patuakhali District, Barishal Division, Bangladesh","কুয়াকাটা বাস স্টেশন, কলাপাড়া উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",কলাপাড়া উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['bus_station'],[],Bangladesh,Barisal,Patuakhali,KalaPara,LataChapli,6505b6defc2ca160a5cea6d45f6ed2e0
2477823292.0,893cd435d8bffff,21.8130846,90.1226475,কুয়াকাটা সমুদ্র সৈকত,['Kuakata Sea Beach'],"Kuakata beach, Kalapara Upazila, Patuakhali District, Barishal Division, Bangladesh","কুয়াকাটা সমুদ্র সৈকত, কলাপাড়া উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",কলাপাড়া উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['beach'],[],Bangladesh,Barisal,Patuakhali,KalaPara,LataChapli,6505b6defc2ca160a5cea6d45f6ed2e0
5158207821.0,893cf36f137ffff,22.3204496,90.1889153,Ranipur Bazar,,"Ranipur Bazar, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","রানিপুর বাজার, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['supermarket'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,DeuliSubidkhali,0dd7cc194eec9d280ef22daea6415d75
5158208392.0,893cf36f127ffff,22.3184127,90.1917122,Mia Bari Masjid,,"Mia Bari Masjid, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","মিয়া বারী মসজিদ, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['place_of_worship_muslim'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,DeuliSubidkhali,0dd7cc194eec9d280ef22daea6415d75
5158208746.0,893cf36c603ffff,22.3031747,90.1973678,Kakrabunia Launch Terminal,,"Kakrabunia Launch Terminal, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","কাকরাবুনিয়া লঞ্চ টার্মিনাল, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['ferry_terminal'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,Karabunia,e5f239635a7e1c13056f5a705106ce46
5158209429.0,893cf36c603ffff,22.3030881,90.1951252,Kakriabunia Jame Mosque,,"Kakriabunia Jame Mosque, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","কাকরিয়াবুনিয়া জামে মসজিদ, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['place_of_worship_muslim'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,Karabunia,e5f239635a7e1c13056f5a705106ce46
5158210254.0,893cf36c603ffff,22.3029868,90.1961663,Fatema Medical Hall,,"Fatema Medical Hall, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","ফাতেমা মেডিকেল হল, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['pharmacy'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,Karabunia,e5f239635a7e1c13056f5a705106ce46
5158212380.0,893cf36c603ffff,22.3029215,90.1963386,Hotel Nemai,,"Hotel Nemai, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","হোটেল নেমাই, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['restaurant'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,Karabunia,e5f239635a7e1c13056f5a705106ce46
5158215395.0,893cf36c603ffff,22.3029379,90.1965451,নাসির স্টোর,,"Nasir Store, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","নাসির স্টোর, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['department_store'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,Karabunia,e5f239635a7e1c13056f5a705106ce46
5158287848.0,893cf36f32fffff,22.2949824,90.1835596,Sinbari Jame Mosque,,"Sinbari Jame Mosque, Mirzaganj Subdistrict, Patuakhali District, Barishal Division, Bangladesh","সিনবারি জামে মসজিদ, মির্জাগঞ্জ উপজেলা, পটুয়াখালী জেলা, বরিশাল বিভাগ, বাংলাদেশ",মির্জাগঞ্জ উপজেলা,বাংলাদেশ,বরিশাল বিভাগ,local_admin,boundaries,['place_of_worship_muslim'],[],Bangladesh,Barisal,Patuakhali,Mirzaganj,Karabunia,e5f239635a7e1c13056f5a705106ce46
