osm_id,h3level9,lat,lon,name,alt_names,name_en,name_bn,local_admin_name,admin0_name,admin2_name,addr_level,poi_addr_match,poi_class,poi_keywords,country,division,district,thana,union,region_hash
242707607.0,893cf38aebbffff,23.0596853,89.644844,,,"Kalia Upazila, Narail District, Khulna Division, Bangladesh","কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['ferry_terminal'],[],Bangladesh,Khulna,Narail,Kalia,Salamabad,cc54b936828df9df38a1a5496df365d3
1480291066.0,893cf38a35bffff,23.0375002,89.6091855,,,"Kalia Upazila, Narail District, Khulna Division, Bangladesh","কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['ferry_terminal'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
2343417356.0,893cf38049bffff,23.1840993,89.6476117,Lohagara Upazila Health Complex,,"Lohagara Upazila Health Complex, Lohagora Upazila, Narail District, Khulna Division, Bangladesh","লোহাগারা উপজিলা স্বাস্থ্য কমপ্লেক্স, লোহাগড়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",লোহাগড়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['hospital'],[],Bangladesh,Khulna,Narail,Lohagara,Joypur,95abd65f077f77e0560ceb7057d06f0e
3793967150.0,893cf38a323ffff,23.0443329,89.6270522,,,"Kalia Upazila, Narail District, Khulna Division, Bangladesh","কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['ferry_terminal'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
3793978140.0,893cf38a323ffff,23.0444711,89.6269992,Tea Shop,,"Tea Shop, Kalia Upazila, Narail District, Khulna Division, Bangladesh","চায়ের দোকান, কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['tea'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
3793981213.0,893cf38a323ffff,23.0446132,89.6274871,Shoshan,,"Shoshan, Kalia Upazila, Narail District, Khulna Division, Bangladesh","শোশান, কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['place_of_worship'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
3794023618.0,893cf388583ffff,23.0393172,89.6321878,,,"Kalia Upazila, Narail District, Khulna Division, Bangladesh","কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['electronics'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
3794027244.0,893cf388583ffff,23.039274,89.6322053,,,"Kalia Upazila, Narail District, Khulna Division, Bangladesh","কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['pharmacy'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
3794032097.0,893cf388583ffff,23.0392806,89.6323575,,,"Kalia Upazila, Narail District, Khulna Division, Bangladesh","কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['restaurant'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
3794032518.0,893cf388583ffff,23.0391678,89.6324276,,,"Kalia Upazila, Narail District, Khulna Division, Bangladesh","কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['mobile_phone'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
3794049949.0,893cf388597ffff,23.0398408,89.6319233,Sijan Phone Point,,"Sijan Phone Point, Kalia Upazila, Narail District, Khulna Division, Bangladesh","সিজন ফোন পয়েন্ট, কালিয়া উপজেলা, নড়াইল জেলা, খুলনা বিভাগ, বাংলাদেশ",কালিয়া উপজেলা,বাংলাদেশ,খুলনা বিভাগ,local_admin,boundaries,['mobile_phone'],[],Bangladesh,Khulna,Narail,Kalia,KaliaPaurashava,24f5f96b73fefa112207153b015569e7
